Mentor,PubsOfMentorInTraning,Mentee,CollaPubsOfWithMentor
829331,52,494354,0
745834,0,745831,0
745834,0,829352,0
829352,0,829350,0
829353,0,829352,0
829397,32,829399,0
816457,7,816455,2
173330,152,170984,0
173330,175,174084,0
173330,199,174085,0
173330,202,174086,0
173330,202,174087,0
173330,202,174088,0
173330,235,174089,0
173330,235,174090,0
173330,235,174091,0
173330,235,174092,0
173330,222,174093,0
173330,222,174094,0
173330,208,174095,0
173330,144,219791,8
173330,0,629293,0
173330,0,786502,0
173330,161,34829,27
173330,222,814960,11
173330,172,829538,31
393182,31,829538,11
829556,17,745834,0
619388,0,621973,0
235426,0,245229,0
235426,0,245230,0
235426,0,245231,0
273081,22,281239,0
273081,49,281240,0
273081,60,281241,0
273081,63,281242,0
393122,108,410376,0
393122,102,410377,0
393122,59,727507,7
393122,79,689241,5
823739,23,823738,11
823739,58,829656,11
829817,0,829807,0
176313,0,829807,0
176313,0,829817,0
829901,8,829902,0
829901,32,829903,1
829902,44,829903,1
829827,0,829825,0
348897,48,369051,0
547619,0,551388,0
547619,0,551389,0
830193,3,547619,0
830358,0,98715,0
98715,7,98700,0
98715,20,431490,8
183092,62,183574,0
183092,65,183575,0
183092,73,183576,0
183092,78,183577,0
183092,69,183578,0
183092,43,732882,0
587793,23,598076,0
587793,23,598077,7
587793,23,598078,0
587793,13,598079,0
830437,4,830436,0
522574,3,523374,0
522574,0,830436,0
830575,6,830576,0
830575,19,837282,0
349235,9,364582,0
349235,8,364583,0
349235,6,364584,0
349235,10,448702,0
830713,14,770888,0
830713,11,838792,0
830889,1,830890,0
831059,0,831067,0
831059,0,75420,0
75420,0,66681,0
577996,129,581039,0
577996,193,685297,0
831084,0,831089,0
831084,0,831090,0
831084,0,831085,0
831084,0,831086,0
831084,0,831087,0
831084,0,831088,0
831102,1,831103,0
831102,0,831104,0
831102,3,831105,0
831102,3,831106,0
831102,3,831107,0
831102,1,831108,0
183856,59,172263,0
831113,9,831114,0
831114,1,183856,0
831143,0,831144,0
831142,17,831146,0
831144,0,831146,0
552162,38,553120,0
552162,5,772987,0
552162,19,525473,4
715026,0,715025,0
185628,26,186694,0
185628,26,186695,0
185628,16,186696,0
831313,1,831306,1
831317,44,831316,0
831410,0,812223,0
831429,0,831428,0
831429,0,831431,0
831435,9,59980,0
831435,11,57043,2
831435,7,412932,3
59980,9,59979,0
57043,0,30732,0
57043,0,136549,0
590210,3,831455,0
755936,0,730471,0
755936,33,733891,0
794766,12,794764,0
128162,0,128163,0
128162,0,128502,0
128162,0,827281,0
831781,0,831779,0
831781,0,831775,0
831850,0,35027,0
831858,0,831857,0
831859,0,831858,0
831892,1,831893,0
831892,1,833286,0
832032,5,167105,2
766472,0,663674,0
496606,0,732324,0
786922,1,786923,0
786922,0,496606,0
605745,1,612398,0
605745,0,832141,0
273155,77,281427,0
273155,101,281428,0
514270,0,832203,0
514270,0,832262,0
832264,1,832236,0
213965,78,222218,0
213965,67,222219,0
213965,67,222220,0
213965,46,222221,0
213965,60,768976,0
213965,77,832268,29
456276,98,458558,0
456276,79,458559,0
456276,79,458560,0
456276,80,458561,0
832279,0,456276,0
832278,4,832279,0
832269,14,213965,1
351066,4,832402,1
349102,66,360221,0
809899,0,349092,0
809899,0,825269,0
809899,22,349102,3
691189,0,663729,0
691189,0,760628,0
691189,0,832642,0
691189,0,832640,0
691189,0,832641,0
691189,0,832643,0
691189,0,832644,0
691189,0,832645,0
691189,0,832647,0
691189,0,819995,0
691189,0,832652,0
691189,0,691190,0
691189,0,832659,0
691189,6,832664,0
691189,10,832801,0
691189,6,832795,0
691189,6,832797,0
691189,13,832800,0
691189,10,832806,0
691189,9,832807,0
691189,10,832812,0
832401,1,349102,1
832404,4,832401,0
512803,25,514267,0
512803,23,514268,0
512803,23,514269,0
512803,31,514270,6
512803,14,514271,0
512803,20,514272,0
512803,0,832422,0
512803,0,832423,0
512803,0,832424,0
512803,0,832425,0
512803,0,832426,0
512803,0,832427,0
512803,0,832428,0
126373,0,126368,0
126373,10,565511,0
126373,0,565580,0
126373,0,664699,0
126373,0,679444,0
126373,0,838429,0
832548,0,832549,0
832589,3,832590,0
819995,1,776839,0
691190,0,691191,0
691190,0,781307,0
691190,0,781479,0
263848,0,780929,0
832787,8,832789,0
459924,132,461243,0
459924,132,461244,0
459924,132,461245,0
459924,148,805039,6
832862,0,832859,0
832865,0,832864,0
47105,31,817231,0
832870,0,832871,0
832872,0,832871,0
812390,0,812394,0
812390,0,812395,0
812390,0,812396,0
812390,2,812397,0
812390,0,812398,0
812390,0,832890,0
832910,0,832909,0
832910,0,832937,0
393158,73,413619,0
393158,0,832923,0
393158,0,832924,0
393156,99,394359,0
393156,107,394360,0
393156,120,394361,0
393156,120,394362,0
393156,109,394363,0
393156,109,394364,0
393156,109,394365,0
393156,0,393158,0
393156,0,832922,0
393156,0,832938,0
393156,0,832939,0
393156,0,832940,0
348908,109,357051,12
348908,134,357052,0
348908,0,411182,0
443896,0,832991,0
832992,118,832991,0
67325,0,769700,0
67325,0,769701,0
67325,0,769702,0
67325,0,769703,0
67325,0,769704,0
67325,0,769705,0
67325,0,769706,0
67325,0,769708,0
67325,0,769710,0
67325,0,769711,0
67325,0,769712,0
833197,0,832915,0
832915,0,832910,0
833258,0,388860,0
388860,113,488405,0
388860,107,488408,0
388860,113,488417,0
388860,107,488432,26
388860,0,773070,0
388860,51,777005,0
388860,65,827481,7
388860,84,833268,0
388860,81,833269,0
488432,0,833259,0
833337,0,437448,0
833339,0,833340,0
833338,5,833339,3
740445,0,625311,0
625311,37,627317,0
625311,47,627318,0
625311,52,627319,8
625311,52,627320,8
833369,0,812741,0
833368,0,833366,0
833398,0,833399,0
833424,0,833425,0
723325,0,815779,0
629256,37,632915,0
629256,37,81236,0
629256,38,833593,0
629256,37,484658,0
629256,41,833606,0
629256,40,833607,0
833612,0,817069,0
833669,42,833668,0
833703,0,833704,0
833703,0,833705,0
833703,0,833706,0
833703,0,833707,0
833703,0,833708,0
833703,0,833709,0
833703,0,833713,0
832259,0,514270,0
832260,0,514270,0
833739,0,832259,0
833739,0,832260,0
833789,4,833790,0
820566,32,63505,0
415758,31,421041,0
415758,31,421042,0
833951,0,25842,0
349157,79,363822,0
349157,71,363823,0
349157,31,363824,0
349157,68,394079,0
349157,68,394080,0
796818,5,796812,0
796818,0,777200,0
398889,75,412111,0
398889,58,412112,0
398889,50,412113,0
398889,47,69645,0
398889,0,834473,0
398889,0,834474,0
398889,0,834475,0
398889,0,834476,0
398889,0,834477,0
398889,0,834478,0
834495,0,834497,0
834586,0,834585,0
834586,0,834587,0
834586,0,834588,0
777832,32,777831,0
834599,7,777832,0
399019,46,414179,0
399019,27,516713,2
399019,44,834220,0
787219,0,787216,0
398887,55,401921,0
398887,55,401920,0
398887,0,783401,0
398887,0,834829,0
398887,0,834830,0
398887,0,495863,0
398887,0,834831,0
398887,0,834832,0
431295,0,398887,0
431295,0,405516,0
431295,0,829397,0
749829,116,749618,25
749829,0,834846,0
749829,0,834847,0
834845,0,749829,0
829144,36,827081,0
815779,116,361367,0
459908,10,462042,0
459908,52,462043,0
459908,53,462044,0
793410,71,793411,0
793410,71,793412,0
793410,84,793415,0
835130,0,835155,0
835130,0,464274,0
835130,0,835153,0
835130,0,835150,0
835130,0,835161,0
835130,0,835165,0
835130,0,835160,0
835130,0,835163,0
835130,0,835169,0
835130,0,835192,0
835130,0,835194,0
835130,0,835171,0
835130,0,835172,0
835130,0,835166,0
835130,0,835202,0
835130,0,835201,0
835225,3,835226,0
835229,0,835230,0
835288,16,595148,1
595148,10,602936,0
595148,4,740077,0
835027,18,835026,0
835027,18,835348,0
835027,26,835349,4
835027,20,835351,4
835027,33,835353,0
835027,16,835356,0
835027,16,835357,0
835027,17,835359,0
835027,18,835489,0
835323,0,835027,0
835323,6,835712,0
835336,20,835337,0
835336,0,835338,0
835358,68,835355,0
835361,0,835354,0
835361,0,835363,0
835361,1,835566,0
835361,55,835667,0
835361,48,835668,0
835361,67,835669,0
835361,48,835670,0
835361,81,835671,0
835361,81,835672,0
835365,24,835355,0
835363,0,835362,0
835363,0,835384,0
835363,1,835386,0
835363,0,835533,0
835363,1,835534,0
835363,1,835535,0
835385,0,227511,0
835385,28,835491,0
835385,34,835492,0
835385,40,835536,0
835385,30,835537,0
835385,35,835538,0
835387,10,835385,6
835387,34,835539,1
835387,40,835541,0
835387,15,835542,0
835387,15,835543,0
227511,22,835340,0
835390,0,835389,0
835390,0,835393,0
835370,57,835424,0
835467,0,835463,0
835378,4,835347,4
835378,4,835481,0
835480,3,835379,0
792629,16,448996,0
619397,0,141136,0
619397,0,827493,0
835566,12,835567,0
835540,0,835539,0
835540,0,835542,0
835590,42,835589,0
595145,0,600373,0
595145,2,600374,0
595145,2,600375,0
590281,27,592010,0
590281,33,592011,0
514849,0,514827,0
190425,0,793760,0
835681,0,835684,0
300762,9,670273,0
300762,8,670274,0
300762,5,670275,0
300762,8,753998,4
466660,1,226889,0
835719,14,59279,0
59279,0,59275,0
59279,42,139318,0
59279,53,139319,0
692085,12,692086,0
692085,47,692087,1
692085,12,692088,5
692085,66,692089,0
692085,65,692090,0
692085,66,692091,0
692085,56,692092,1
692085,51,692093,0
692085,51,692094,0
692085,65,692095,0
692085,32,692096,0
692085,9,692097,0
692085,32,692098,0
692085,56,692099,2
692085,76,692100,15
692085,48,692101,0
835743,114,835742,4
835786,0,737260,0
835922,70,835923,0
835955,41,835956,0
835996,37,747676,0
348909,48,365887,0
348909,54,365888,0
348909,54,365889,0
348909,76,365890,0
836071,0,836072,0
743754,0,743753,0
793495,206,793494,20
72327,0,731748,0
72327,0,798103,0
72327,159,833645,0
782980,119,793495,5
836288,10,398691,0
398691,26,400889,0
398691,26,400890,0
398691,23,400891,0
398691,39,400892,0
398691,41,400893,0
398691,50,400894,0
398691,23,836289,0
595031,45,836289,0
459878,82,462230,0
756362,0,552161,0
431494,43,432528,0
431494,45,836373,0
431494,41,836374,0
836376,0,431494,0
380302,106,382159,0
380302,114,382160,0
380302,102,790208,0
174244,52,174684,0
174244,27,174685,0
174244,40,174227,0
174244,27,836433,0
836455,10,667119,1
213907,21,221988,0
213907,28,221989,0
213907,24,836639,9
286850,25,294263,0
286850,30,294264,0
286850,36,294265,0
286850,66,294266,0
286850,40,790049,0
286850,0,816141,0
286850,17,836664,0
348962,20,361723,0
348962,35,361724,0
348962,48,361725,0
348962,53,361726,0
348962,48,361727,0
348962,56,361728,0
348962,36,235202,0
348962,18,836664,0
836834,0,836841,0
836834,0,836842,0
176772,76,177115,0
176772,67,748541,5
176772,76,748531,28
619432,81,620570,0
836739,12,286850,3
836926,4,836927,0
677115,0,547656,0
677115,0,179487,0
837140,74,825400,0
395648,28,402528,0
395648,26,402529,0
395648,25,402530,0
395648,25,402531,0
395648,27,402532,0
395648,27,402533,0
456177,57,459011,0
837235,22,837232,6
837253,0,837254,0
837253,2,250323,1
348942,71,358754,0
348942,0,493280,0
348942,0,493274,0
837275,15,384257,0
837281,0,837275,0
770888,36,770889,9
770888,27,770890,0
770888,17,772430,5
770888,36,809478,0
770888,58,811600,0
770888,50,811602,0
770888,66,811603,0
770888,33,837656,0
607944,30,613041,0
607944,30,613042,0
607944,30,613043,0
607944,22,613044,0
607944,26,613045,0
607944,26,613046,0
607944,26,613047,0
607944,22,622636,0
837709,95,837708,38
837710,0,750244,0
837710,0,837709,0
348891,18,369605,0
348891,18,369606,0
348891,18,369607,0
348891,45,369608,0
348891,45,369609,0
348891,41,369610,0
348891,49,369611,0
348891,0,480131,0
348891,0,837732,0
837732,0,837733,0
837732,0,837743,0
837732,0,837744,0
837732,0,837745,0
837732,0,837746,0
837732,0,837747,0
837732,0,837748,0
837732,0,837749,0
837732,0,837750,0
837732,0,387755,0
837732,0,837752,0
837732,0,837754,0
837732,0,837755,0
837732,0,837756,0
837743,0,837753,0
837716,5,837711,0
837837,14,837836,0
837893,30,837892,0
837893,30,179494,9
837893,18,837894,0
837893,0,837895,0
837893,0,837896,0
837893,0,837897,0
837893,30,837898,0
583310,131,585416,0
583310,131,585417,0
583310,131,585418,0
583310,131,585419,0
583310,126,585420,0
583310,126,585421,0
583310,53,585422,0
583310,46,585423,0
583310,0,727936,0
583310,87,286217,11
837966,57,839036,4
771343,16,837999,0
771343,20,838000,0
838008,12,78146,4
838022,0,838020,0
170987,395,173470,0
174763,58,174765,2
174763,66,175327,0
174763,71,175328,0
174763,70,175329,0
174763,70,175330,0
174763,59,175331,0
174763,59,175332,0
174763,59,175333,0
174763,62,175334,0
174763,49,175335,0
174763,38,213242,0
838193,2,838194,0
740556,0,838189,0
838246,0,838247,0
838256,0,838245,0
838256,0,838247,0
838256,0,835084,0
92818,0,77807,0
92818,60,78765,0
92818,38,108927,0
92818,40,158724,0
92818,0,395550,0
834496,0,834495,0
834496,0,789624,0
838538,0,838537,0
838533,0,838532,0
838540,0,838533,0
838540,0,838543,0
838544,64,837878,0
838544,40,839113,1
838544,40,839116,0
838545,12,838544,0
587770,18,602719,0
587770,20,602720,6
443706,26,447328,0
443706,18,447329,0
443706,0,602720,0
838584,0,674293,0
838584,0,838586,0
838584,0,838587,0
838584,0,838588,0
560806,15,564257,0
838636,0,838645,0
838636,0,838646,0
838636,0,838647,0
838636,0,838648,0
838637,0,838643,0
838637,0,838644,0
838640,0,838649,0
838640,0,838650,0
838729,12,838730,0
394679,18,394675,0
607030,2,384165,0
838830,3,838831,0
838958,9,838954,0
456280,9,459067,0
456280,8,838984,0
839002,11,839001,3
839002,8,839164,0
348769,15,363830,1
348769,18,363831,0
348769,22,363832,0
348769,22,363833,0
348769,33,363834,0
348769,33,363835,0
348769,30,363836,0
348769,27,363837,0
348769,23,363838,0
348769,27,839100,0
502132,48,443896,6
839112,0,502132,0
771520,90,771516,39
839162,0,839115,0
411182,0,832991,0
411182,0,832992,0
565605,10,567021,0
565605,0,791079,0
839431,9,839432,0
587840,42,599197,0
587840,39,599198,0
755303,1,286181,0
755303,0,751439,0
839523,1,506901,0
506901,0,507490,0
506901,0,839337,0
839546,0,839547,0
770535,51,273177,0
770535,51,793496,0
770535,51,793516,0
770535,57,793517,0
770535,45,793518,0
770535,52,793519,0
770535,36,793520,0
770535,37,793521,0
770535,50,813523,0
770535,15,809731,0
151,0,146,0
173,0,174,0
274,0,440,0
446,0,449,0
467,9,464,0
1713,0,1716,0
123,0,449,0
276,0,440,0
3662,0,660,0
2851,14,24297,0
849,0,3714,0
849,196,183590,12
850,0,3714,0
5477,0,5476,0
3900,0,24297,0
372,0,5405,0
8200,27,1212,2
8957,0,8956,0
8957,3,832264,0
70,0,3712,0
13674,31,13745,19
13674,5,398968,0
13674,0,638226,0
66135,17,13745,3
9826,0,733,0
17801,0,17800,0
72,0,8959,0
20247,0,18055,0
20838,0,1215,0
24305,0,694,0
427,0,29554,0
100,0,4205,0
5934,0,21085,0
31251,0,29636,0
31492,12,31491,2
33348,0,33333,0
6536,0,33366,0
25589,0,33535,0
25589,19,36519,0
25589,17,770925,0
25589,0,818967,0
24335,0,34411,0
11607,65,34736,0
11607,65,34737,0
11607,65,34738,0
11607,76,34739,0
11607,0,34740,0
11607,0,63602,0
11607,0,63603,0
11607,0,63605,0
11607,79,83328,0
11607,77,63604,0
2223,0,35723,0
37434,0,37187,0
37600,0,3580,0
37600,0,18655,0
37600,0,24349,0
37600,26,37599,0
37600,0,730889,0
26138,0,37682,0
92754,0,38215,0
47676,0,47675,0
47676,0,47677,0
4326,0,48149,0
13137,0,48149,0
48916,0,33366,0
49263,0,49262,0
49411,0,49409,0
49677,0,49675,0
49815,0,49812,0
49815,0,50187,0
23229,0,49834,0
49829,0,49834,0
49853,0,49854,0
49964,14,27672,0
49964,11,37471,4
50165,0,50164,0
50166,0,50163,0
50171,0,50177,0
50178,0,50177,0
50178,0,50179,0
50180,0,50179,0
50182,0,50181,0
50182,185,727385,0
8910,0,50840,0
785,53,660,0
785,0,50840,0
51138,0,36647,0
51226,0,49814,0
51302,0,51301,0
51302,0,51314,0
51308,0,51306,0
51310,0,51309,0
51310,0,51324,0
51311,0,51309,0
51311,0,51324,0
51311,0,51328,0
51317,0,51315,0
51317,0,51322,0
51319,0,51315,0
51323,0,51322,0
51327,0,51326,0
51327,0,51328,0
51330,0,51328,0
51186,16,51462,7
24645,0,37471,0
5483,0,52627,0
5483,1,833937,0
53444,5,53445,4
53464,0,5921,0
52282,18,53943,0
52121,3,54028,0
24666,2,54028,0
54081,4,54028,0
54593,41,54592,2
49453,0,54761,0
55131,0,55130,0
55131,0,55136,0
55212,12,55211,3
56542,0,24361,0
57657,35,16972,7
57657,47,137838,0
57657,47,137839,0
57657,50,137840,0
57657,41,137841,0
57657,41,137842,0
57657,45,137843,0
57657,0,384133,0
14808,324,54263,0
14808,0,57989,0
52857,0,58019,0
58648,0,58647,0
58779,0,58778,0
58783,0,58777,0
729303,0,58782,0
729303,135,729302,0
58794,0,58777,0
58795,0,58778,0
59075,0,59074,0
59075,34,818856,0
59172,12,59171,0
59277,53,59275,0
60070,0,60078,0
429,0,61232,0
1018,0,61232,0
54073,18,24592,0
62696,0,61382,0
13555,0,37682,0
4213,0,62864,0
52633,0,63211,0
52244,0,63268,0
52244,117,84656,11
50139,0,63268,0
50139,156,50132,4
19,68,216,11
19,0,63320,0
53004,0,63679,0
56776,76,64546,0
52118,67,64550,0
52118,0,832787,0
64668,0,64667,0
64668,168,98346,22
62316,7,56475,0
65035,0,34411,0
65166,48,61342,2
65166,23,144832,0
65267,0,65268,0
65271,0,16174,0
65271,32,144916,0
65271,37,144917,0
65271,47,144918,0
65271,47,144919,0
65271,46,144920,0
65271,41,144921,0
65334,3,65335,1
706,0,407,0
65992,0,8959,0
55503,18,66525,3
55503,13,448730,0
52081,42,66525,0
28549,0,66536,0
28549,12,66558,0
28549,0,66559,0
28549,9,66560,0
28542,0,66536,0
61476,42,58020,11
66762,10,66763,0
66831,21,58020,0
67002,97,67004,12
51836,4,67111,0
51836,0,191549,0
51836,8,33333,0
51836,5,793563,0
67200,0,67199,0
67200,46,393659,0
67200,29,665365,1
67200,0,728150,0
67224,46,67206,0
67189,0,67425,0
67189,38,87653,0
67189,39,771158,0
67189,41,771159,0
67723,40,67719,2
67723,0,726886,0
67723,75,738186,10
67885,3,67884,0
54339,48,68188,1
68189,60,68188,2
68189,60,73624,4
56483,100,68219,0
68323,0,3103,0
52039,46,68204,0
52039,36,75635,0
52039,0,795142,0
66779,5,68505,0
68583,29,68582,2
68583,34,149328,0
68583,30,792564,3
68661,20,61478,2
13679,87,10291,11
52667,80,69495,0
69639,0,69637,0
69639,70,663177,15
69630,0,69648,0
69762,15,48949,4
70024,44,70021,0
70025,11,70021,0
70115,2,70114,0
52038,15,56807,0
70274,62,70022,1
71119,36,71118,0
71058,48,71118,2
71174,1,71165,0
71194,0,71193,0
71194,0,72326,0
71194,0,72345,0
2561,0,71285,0
2561,33,71286,0
2561,39,71287,0
56496,0,71216,0
56496,0,794755,0
71574,0,71573,0
71575,0,71573,0
71605,0,67983,0
71615,0,70733,0
71616,10,70733,0
71624,19,70827,4
71660,0,71662,0
71660,0,69101,0
66781,0,71280,0
66781,0,775723,0
52404,0,71973,0
72179,26,62596,0
72179,56,62593,1
72244,0,59706,0
51926,0,72834,0
51926,27,83146,0
51926,24,164973,0
72940,84,72916,0
72940,142,109887,0
72940,122,109888,0
72940,121,109889,0
72940,65,109890,0
72940,86,778601,12
25174,0,73261,0
25174,0,717157,0
73339,1,73341,0
73354,0,73351,0
52033,0,73434,0
73584,30,73585,1
73586,26,73585,1
67603,41,73624,4
67603,136,73623,0
59932,3,25391,0
1602,0,18055,0
389,0,18055,0
67618,0,74318,0
74999,72,74997,0
74999,0,75000,0
74999,72,126360,0
76214,41,75670,4
76218,0,76216,0
76579,7,76578,2
64702,0,76854,0
64702,0,145826,0
64702,192,67226,0
77189,3,77190,0
52045,5,24662,0
52045,5,714849,0
52045,5,730297,0
52045,7,826812,0
78484,32,78485,0
51269,55,78485,0
48652,28,78485,0
78980,0,78981,0
78980,20,349206,1
78980,13,448876,2
78980,58,776987,3
78980,51,805348,5
76832,0,79541,0
79600,0,79597,0
79600,97,688547,0
79600,92,735823,46
80877,0,80876,0
80877,78,104771,0
80877,88,104770,0
80877,66,104769,0
81798,48,81796,4
57833,124,79689,27
52173,10,1835,0
82497,8,82485,0
64881,1,36624,0
52551,32,83028,0
52551,49,167155,0
83261,0,75002,0
84018,0,84014,0
84828,18,61845,0
62655,1,85001,0
62655,0,788506,0
62655,0,607907,0
62655,0,590255,0
85192,27,85194,0
4808,84,85321,2
4808,112,226828,6
87897,183,87899,3
88057,0,88052,0
88057,49,809832,0
88059,0,73627,0
88245,0,67388,0
88307,0,35723,0
88998,0,88995,0
89000,0,88996,0
60005,0,91039,0
38170,0,70168,0
38170,43,103114,0
38170,43,103115,0
38170,58,103116,0
38170,64,103117,0
22451,3,91939,0
53144,61,47678,0
53144,79,53141,29
53144,70,53137,0
53144,0,91999,0
53144,67,98346,14
53144,79,62657,0
53144,79,53147,0
53144,0,732383,0
53144,0,732384,0
53144,63,92001,0
53144,0,769188,0
53144,63,92000,0
53144,0,804605,0
53144,0,804606,0
50286,74,92531,5
50286,57,573142,3
93219,7,93218,3
51816,0,93235,0
2184,55,93604,5
2184,36,835721,0
65889,0,717549,0
58690,0,94745,0
96372,0,82397,0
67133,0,96476,0
52179,61,97818,0
52179,0,496891,0
52179,61,833998,0
98215,7,98213,6
98724,22,98722,11
99160,0,99158,0
52331,104,99487,6
52331,190,619393,16
22619,0,99618,0
100247,9,100243,8
726277,0,59074,0
9005,367,97582,0
9005,308,102237,0
9005,96,102244,1
9005,302,103035,0
9005,308,103334,0
9005,395,103480,8
9005,307,105027,0
9005,323,108894,0
9005,307,137977,17
9005,261,152776,0
62880,53,102244,0
62880,0,726849,0
102261,10,102255,2
56521,38,102244,1
103010,9,58527,0
57162,9,103479,0
105014,2,105016,1
105014,48,153684,0
105014,63,153685,0
105014,63,153686,0
105014,63,153687,0
105014,79,153688,0
105014,79,153689,0
105014,94,153690,0
105014,94,153691,19
105014,110,153692,0
105014,110,153693,0
105014,112,153694,0
105014,112,153695,0
105014,112,153696,0
105014,131,153697,0
105014,131,153698,0
105014,131,153699,0
115408,2,113788,0
115408,2,675852,0
104117,74,115806,5
104117,91,115811,0
104117,91,115831,0
104117,98,115847,0
104117,98,115848,0
104117,118,115870,0
104117,118,115871,0
104117,129,115872,4
104117,129,115873,0
104117,137,115874,8
104117,144,115878,0
104117,144,115879,0
104117,143,104628,0
104117,160,115891,0
104117,175,171629,0
116262,34,116261,0
116262,112,171784,0
116262,135,171785,0
116262,135,171786,0
116262,135,171787,0
116262,135,171788,0
116262,144,171789,0
116262,144,171790,0
116262,144,171791,0
116262,144,171792,0
116262,129,171793,0
116262,129,171794,0
116262,130,171795,0
116262,130,171796,0
116262,117,171797,0
116262,117,171798,0
116262,117,171799,0
116262,117,171800,0
116262,81,171801,0
116262,81,171802,0
116262,67,171803,0
116262,67,171804,0
116262,28,171805,0
116262,28,171806,0
116262,28,171807,0
116262,13,178217,4
117577,4,117576,0
118644,0,118641,0
118644,33,817456,0
119882,5,119847,0
122946,4,122952,0
122953,23,122920,1
122953,37,213918,4
123860,3,14877,0
124453,89,124451,4
124453,89,124450,4
88380,0,126950,0
127019,17,127009,2
9624,5,127739,0
9624,39,560855,0
9624,189,516235,25
9624,0,756051,0
9624,184,179675,0
352710,0,64816,0
352710,106,741184,0
352710,106,758005,0
352710,0,766345,0
352710,139,838328,0
128685,26,37225,12
56494,21,37225,1
128802,35,37225,7
73614,0,129508,0
129942,0,129941,0
73431,0,47074,0
715912,0,738491,0
715912,16,715914,0
715912,0,766787,0
146619,3,67022,0
148107,15,147693,11
56582,55,58019,2
137977,0,143608,0
137977,61,172107,0
137977,61,172108,0
137977,65,172109,0
137977,65,172110,0
137977,75,172111,0
137977,0,739045,0
137977,0,772678,0
149686,0,149684,0
153751,0,153749,0
56850,0,158016,0
56850,6,565522,2
56850,6,832032,0
63636,59,63635,0
63636,0,159493,0
162863,0,162849,0
162863,0,271612,0
162863,0,676450,0
99090,19,162951,2
162986,9,162983,0
162986,10,496819,6
162986,9,552596,0
162986,9,792629,0
163396,10,163389,9
163587,0,62657,0
163587,229,732445,0
163587,166,805380,0
24642,17,164521,0
76052,13,161921,0
29714,1,100011,0
166975,0,166976,0
161694,29,161224,0
161694,27,161673,0
161694,0,161237,0
168351,12,167162,4
77211,19,169561,0
56586,5,169566,0
171292,120,171026,2
171292,145,173776,12
171292,142,173777,0
171292,127,173778,0
33691,6,69186,0
62306,8,176387,0
176419,106,176414,57
176419,86,796547,0
176620,0,176616,0
64822,0,94949,0
64822,74,778843,0
56497,89,75117,0
56497,89,135813,0
56497,89,135814,0
56497,85,135815,2
56497,75,135816,0
56497,75,135817,0
56497,0,437413,0
56497,58,60712,0
56497,75,601991,0
56497,0,443082,0
56497,27,174244,8
177593,1,171027,0
176745,96,177011,0
176745,102,177012,0
176745,102,177013,0
176745,90,177014,0
176745,90,177015,0
176745,74,177016,0
176745,70,97121,19
176745,100,176714,10
176745,105,201727,0
176745,113,76430,0
176745,103,547358,0
63285,23,179404,4
179477,0,179532,0
94808,0,179531,0
152759,0,179523,0
152759,0,179519,0
152759,0,179516,0
152759,0,179495,0
152759,49,463605,0
152759,73,463606,0
152759,50,179651,0
152759,0,760956,0
152759,0,821533,0
180111,4,84827,0
180111,133,722596,0
54338,25,179549,4
54338,30,398815,0
24892,8,49596,0
190024,0,183082,0
190024,0,190245,0
190024,0,190246,0
190024,1,190247,0
191539,0,10477,0
92586,0,192034,0
192098,6,192099,0
192098,0,839354,0
2852,5,192971,0
51837,3,192971,0
53931,14,197328,0
200056,17,200058,0
54002,30,204426,0
225608,0,225607,0
225595,1,225596,1
227412,0,227410,0
227412,17,72169,1
228952,0,128372,0
689920,10,286882,0
72020,188,73644,9
416441,6,250567,4
271396,1,250575,1
74753,0,235429,0
74753,2,737891,0
271542,2,250536,0
271542,1,525229,1
91308,0,203654,0
181800,12,235387,0
588335,21,344164,0
52856,146,84656,40
52856,146,132442,0
52856,133,183079,15
52856,137,183574,0
52856,151,787121,0
180108,0,180712,0
285117,0,285116,0
285120,2,87333,0
285120,6,828199,0
285238,2,285239,0
285320,13,285321,0
59418,17,174224,0
59418,68,400637,0
59418,0,622860,0
285391,0,285386,0
213059,16,286938,6
287607,9,286868,0
287607,0,297594,0
287607,0,297595,0
287607,0,297596,0
287607,9,797104,3
287613,0,286939,0
156252,0,735232,0
103707,9,213917,0
294008,0,250529,0
67996,11,295455,0
108384,0,300059,0
108384,0,639897,0
108384,0,750808,0
108384,35,750809,0
108384,0,817802,0
305022,10,203706,0
305022,32,306525,0
305022,32,306526,0
305022,32,306527,0
305022,37,306528,0
305022,41,306529,0
305022,41,306530,0
169177,0,308389,0
363830,0,765910,0
186147,22,366173,13
366254,2,366173,0
70535,1,372926,0
378298,0,349125,0
61792,25,348846,5
61792,0,788609,0
383141,14,383142,2
383141,9,443723,1
383141,5,724178,1
383141,3,724180,0
383141,14,784323,0
54085,11,394660,0
54085,7,676275,0
54085,9,577954,0
73596,20,395545,1
183190,0,397492,0
397551,69,395597,14
397551,331,363175,0
397551,413,363176,0
397551,280,363179,0
397551,280,363177,0
397551,280,363178,0
397551,112,249757,21
397551,122,60830,2
724300,0,398814,0
831772,0,832376,0
415151,0,415152,0
415160,1,415153,0
415160,3,424106,0
415160,4,424107,0
415160,5,424108,0
415160,6,424109,0
415160,6,424110,0
415160,8,424111,0
116148,0,421068,0
424583,2,424584,0
427617,4,348988,0
428514,6,415155,0
605757,0,780122,0
605757,0,117795,0
