CID,MenteeID,MentorID,MentorshipType,Institution,InstitutionMAGID,StartYear,StopYear,NumOfMenteesOfTheMentor,NumOfMenteesOfTheMentor10,NumOfMenteesOfTheMenteeIn20,BigOrSmall,Survival0,Survival1,TotalPubsOfMentor,YearOfTheFirstPubsOfMentorPubs,YearlyPubsOfMentor,TotalCitationOfMentor,YearlyCitationOfMentor,TotalCollaOfMentor,YearllyCollaOfMentor,YearOfTheFirstPubsOfMenteePubs,First5YearPubsOfMentee,First5YearCitationOfMentee,First5YearCollaOfMentee,YearlyPubsOfMentee,YearlyCitationOfMentee,BirthYearOfMentee,CareerAgeOfMentorInTraining,PubsOfMentorInTraning,CollaPubsOfWithMentor
60895,51848,51851,1,University of Maryland ,,1982,1984,1,1,0,0,0,0,25,1972.0,1.1363636363636365,2955,134.3181818181818,45,2.0454545454545454,-1.0,0,0,0,0.0,0.0,1984.0,12.0,5,0
60992,51864,12500,1,Radboud University Nijmegen,145872427.0,-1,1993,10,5,2,1,1,1,68,1983.0,1.8888888888888888,5068,140.77777777777774,89,2.4722222222222223,1970.0,1,0,6,6.8269230769230775,270.11538461538464,1970.0,10.0,7,2
61086,51992,4287,1,"University of California, San Diego ; Columbia University",2803209242.0,-1,1979,14,3,7,-1,1,1,116,1964.0,2.109090909090909,144372,2624.9454545454546,62,1.1272727272727272,1977.0,11,1137,6,3.0444444444444443,200.4,1977.0,15.0,12,0
61087,51993,51992,1,Yale University,32971472.0,-1,1989,14,2,9,-1,1,1,137,1977.0,3.0444444444444443,9018,200.4,74,1.6444444444444444,1986.0,5,392,5,4.194444444444445,258.25,1986.0,12.0,20,3
61103,51999,51992,1,Yale University,32971472.0,-1,1989,14,2,0,-1,0,0,137,1977.0,3.0444444444444443,9018,200.4,74,1.6444444444444444,1986.0,4,313,3,0.8,62.6,1986.0,12.0,20,2
61120,4761,31460,1,"Facultad de Medicina, Universidad de Buenos Aires",,1985,1990,3,1,13,0,1,1,46,1966.0,0.9583333333333334,1666,34.708333333333336,59,1.2291666666666667,1982.0,3,32,10,4.3,481.225,1982.0,24.0,11,3
61219,2242,2553,2,Columbia University,78577930.0,1979,1985,27,2,5,-1,1,1,739,1962.0,12.316666666666665,136554,2275.9,1076,17.933333333333334,1981.0,3,638,9,2.4878048780487805,654.9024390243902,1981.0,23.0,61,3
61491,52295,52297,1,Institut National Polytechnique de Grenoble (INPG),,1991,1994,4,1,0,0,0,0,57,1985.0,2.1923076923076925,8033,308.96153846153845,55,2.1153846153846154,2000.0,9,672,4,1.0,45.55555555555557,1994.0,9.0,10,0
61511,29158,52310,2,Kansas University Medical Center,,1981,1986,1,1,2,0,1,1,10,1974.0,1.1111111111111112,2868,318.6666666666667,7,0.7777777777777778,1958.0,2,330,4,0.28205128205128205,84.71794871794873,1958.0,12.0,0,0
61515,29158,52313,2,"INSERM, Lyon",,1986,1988,2,1,2,0,1,1,80,1979.0,2.1621621621621623,19975,539.8648648648649,80,2.1621621621621623,1958.0,2,330,4,0.28205128205128205,84.71794871794873,1958.0,9.0,16,0
61518,29158,52315,1,"Faculté de Médecine, Université de Lausanne",,1971,1980,4,1,0,0,1,0,9,1968.0,0.2571428571428571,1121,32.02857142857143,15,0.42857142857142855,1958.0,2,330,4,0.28205128205128205,84.71794871794873,1958.0,12.0,0,0
61538,2853,52333,1,Harvard University,136199984.0,-1,1977,2,2,6,-1,1,1,63,1964.0,1.1454545454545455,4567,83.03636363636362,63,1.1454545454545455,1977.0,4,1090,6,3.3777777777777778,808.1333333333333,1977.0,13.0,0,0
61550,52344,8072,1,Monell Chemical Senses Center,2801261045.0,1989,1992,5,2,0,-1,0,0,121,1977.0,3.1842105263157894,7641,201.07894736842098,115,3.026315789473684,1991.0,11,468,16,2.903225806451613,125.83870967741936,1991.0,15.0,36,6
61579,1333,20734,1,University of Cambridge,241749.0,-1,1977,4,2,1,-1,1,1,1,1973.0,1.0,57,57.0,2,2.0,1975.0,4,4096,7,11.521739130434785,5359.434782608696,1975.0,4.0,0,0
61728,3447,9014,1,New York University School of Medicine,57206974.0,1982,1983,11,2,3,-1,1,1,108,1977.0,2.4,9496,211.02222222222213,179,3.9777777777777774,1985.0,8,1507,12,3.027027027027027,307.81081081081084,1983.0,6.0,17,1
61731,3447,2455,3,Eberhard Karls Universität Tübingen,8087733.0,1989,1994,10,1,4,0,1,1,150,1967.0,2.7777777777777777,17186,318.25925925925924,152,2.814814814814815,1985.0,8,1507,12,3.027027027027027,307.81081081081084,1985.0,27.0,19,0
61828,28214,4423,2,Harvard University,136199984.0,1978,1982,2,1,8,0,1,1,137,1957.0,2.140625,26499,414.046875,123,1.921875,1975.0,15,1234,23,8.25531914893617,2068.340425531915,1975.0,25.0,18,4
61832,51279,30161,1,"University of Massachusetts, Amherst",24603500.0,-1,1976,3,1,0,0,1,0,1,1984.0,1.0,54,54.0,2,2.0,1977.0,18,1339,21,2.4444444444444446,231.37777777777768,1976.0,-8.0,0,0
61917,22418,21489,1,Massachusetts Institute of Technology,63966007.0,1979,1985,19,1,5,0,1,1,413,1967.0,7.648148148148147,32234,596.925925925926,635,11.75925925925926,1980.0,8,1085,16,4.166666666666667,276.5952380952381,1980.0,18.0,71,10
61928,52638,6656,1,"University of California, Berkeley",95457486.0,-1,1994,14,1,0,0,0,0,67,1977.0,3.0454545454545454,2921,132.77272727272728,71,3.227272727272727,1993.0,3,10,12,0.4,30.0,1993.0,17.0,32,1
61936,4697,637,2,,,1975,1978,21,4,0,1,0,0,194,1958.0,3.2881355932203387,31770,538.4745762711865,286,4.8474576271186445,1972.0,2,73,7,1.9285714285714288,166.5952380952381,1972.0,20.0,52,0
62254,52890,21341,2,Salk Institute for Biological Studies,1307098950.0,-1,1976,22,1,0,0,0,0,622,1974.0,12.958333333333336,297592,6199.833333333332,1637,34.104166666666664,-1.0,0,0,0,0.0,0.0,1976.0,2.0,4,0
62302,52939,51735,1,Leiden University,121797337.0,-1,1981,1,1,0,0,0,0,115,1972.0,2.395833333333333,11708,243.91666666666663,434,9.041666666666666,1979.0,24,3695,52,18.372093023255815,2867.4186046511627,1979.0,9.0,14,0
62346,52973,7523,1,"University of Washington, Seattle",201448701.0,1987,1992,20,1,24,0,1,1,235,1976.0,5.108695652173913,38180,830.0,475,10.326086956521738,1989.0,13,4838,30,6.03030303030303,964.1515151515152,1989.0,16.0,41,6
62610,1308,7626,1,Brown University,27804330.0,1978,1982,11,2,2,-1,1,1,42,1972.0,0.9545454545454546,4858,110.4090909090909,50,1.1363636363636365,1983.0,1,12,1,3.6153846153846163,25.92307692307693,1982.0,10.0,1,0
62650,53193,11324,0,University of Western Ontario,125749732.0,1981,1982,47,8,0,1,0,0,102,1979.0,2.372093023255814,10310,239.76744186046508,103,2.3953488372093017,-1.0,0,0,0,0.0,0.0,1982.0,3.0,20,0
62869,26558,53391,1,"University of Wisconsin, Madison",135310074.0,1987,1992,3,1,6,0,1,1,18,1978.0,0.45,1443,36.075,25,0.625,1991.0,11,2865,3,2.806451612903226,332.93548387096774,1991.0,14.0,6,0
62873,26567,27169,1,"University of Minnesota, Twin Cities",130238516.0,-1,1977,1,1,1,0,1,1,25,1966.0,0.78125,3301,103.15625,16,0.5,1962.0,8,262,11,8.166666666666666,1879.9,1962.0,11.0,0,0
62875,26558,28152,0,"University of California, Berkeley",95457486.0,1983,1987,9,1,6,0,1,1,63,1963.0,1.1666666666666667,3397,62.907407407407405,31,0.5740740740740741,1991.0,11,2865,3,2.806451612903226,332.93548387096774,1987.0,24.0,10,0
62994,53467,554,1,Harvard University,136199984.0,1989,1994,44,8,0,1,1,0,322,1968.0,5.962962962962963,46721,865.2037037037038,274,5.074074074074074,-1.0,0,0,0,0.0,0.0,1994.0,26.0,31,0
63048,18134,917,1,Neurobiology Australian National University,,1978,1981,18,1,5,0,1,1,114,1971.0,2.28,26705,534.1,89,1.78,1976.0,4,327,3,6.195652173913044,955.4782608695652,1976.0,10.0,12,0
63134,53555,3570,1,Universidad de Valparaiso,79274474.0,1986,1990,10,4,0,1,1,0,222,1972.0,4.723404255319148,81092,1725.3617021276596,155,3.297872340425532,1987.0,8,1045,16,2.8,116.74285714285715,1987.0,18.0,47,5
63375,17617,34794,2,Case Western Reserve University School of Medicine,58956616.0,1993,1995,1,1,1,0,1,1,75,1966.0,1.744186046511628,6562,152.60465116279067,105,2.4418604651162794,1995.0,5,1452,29,1.8518518518518519,288.07407407407413,1995.0,29.0,1,0
63379,17617,24810,1,Case Western Reserve University School of Medicine,58956616.0,1993,1995,1,1,1,0,1,1,173,1987.0,4.942857142857143,14029,400.8285714285714,597,17.057142857142857,1995.0,5,1452,29,1.8518518518518519,288.07407407407413,1995.0,8.0,19,0
63526,29225,4785,2,Cornell University,205783295.0,1989,1990,11,2,3,-1,1,1,154,1975.0,3.4222222222222216,18868,419.2888888888888,241,5.3555555555555525,1984.0,11,5296,12,3.5526315789473686,659.6052631578948,1984.0,15.0,23,0
63534,26590,53866,1,University College London,45129253.0,-1,1994,3,1,2,0,1,1,273,1975.0,5.808510638297872,9385,199.68085106382978,248,5.276595744680852,1997.0,4,214,3,4.12,138.32,1994.0,19.0,26,0
63665,53982,19501,2,Carnegie Mellon University,74973139.0,1990,1993,16,7,0,1,0,0,326,1974.0,6.791666666666668,40273,839.0208333333335,261,5.4375,1980.0,3,6,9,2.142857142857143,185.1190476190476,1980.0,19.0,42,0
63666,25891,19501,2,Carnegie Mellon University,74973139.0,-1,1989,16,4,3,1,1,1,326,1974.0,6.791666666666668,40273,839.0208333333335,261,5.4375,1989.0,7,5543,7,2.9090909090909087,428.1212121212122,1989.0,15.0,39,1
63715,54022,978,1,Boston University,111088046.0,1983,1988,50,2,0,-1,1,0,661,1967.0,12.018181818181818,100169,1821.2545454545448,236,4.290909090909091,1991.0,12,422,10,2.0,58.0,1988.0,21.0,115,0
63762,35770,9123,1,Stanford University,97018004.0,1974,1981,9,1,0,0,0,0,54,1972.0,1.125,6178,128.70833333333334,51,1.0625,1980.0,7,1593,5,3.0,549.9268292682926,1980.0,9.0,7,0
63915,54184,54187,1,Virginia Commonwealth University School of Medicine,184840846.0,1989,1994,7,1,2,0,1,1,62,1989.0,1.8787878787878791,5427,164.45454545454547,112,3.3939393939393936,1998.0,6,1541,17,1.181818181818182,204.5,1994.0,5.0,1,0
64022,54262,1334,1,University of Cambridge,241749.0,1981,1985,8,1,2,0,1,1,71,1951.0,1.1639344262295082,4139,67.85245901639344,58,0.9508196721311476,1984.0,3,1237,6,1.6756756756756757,280.6216216216216,1984.0,34.0,16,1
64032,54262,175,2,Yale University School of Medicine,32971472.0,1986,1991,46,1,4,0,1,1,262,1966.0,4.763636363636363,70269,1277.6181818181815,208,3.7818181818181817,1984.0,3,1237,6,1.6756756756756757,280.6216216216216,1984.0,25.0,43,7
64088,54289,54288,1,University of Arizona,138006243.0,1983,1989,1,1,41,0,1,1,127,1975.0,2.7021276595744683,3796,80.76595744680851,166,3.5319148936170213,1987.0,24,1787,18,20.82857142857143,1326.3142857142855,1987.0,14.0,39,9
64102,54289,33692,2,Stanford University,97018004.0,1989,1991,1,1,41,0,1,1,1338,1961.0,21.9344262295082,119258,1955.049180327869,1625,26.639344262295083,1987.0,24,1787,18,20.82857142857143,1326.3142857142855,1987.0,30.0,198,10
64107,5164,20975,2,"University of California, San Francisco",180670191.0,1975,1977,4,2,3,-1,1,1,215,1919.0,2.1938775510204085,37221,379.8061224489797,412,4.204081632653061,1975.0,16,3793,54,8.619047619047619,2777.9285714285716,1975.0,58.0,21,7
64124,54306,4553,1,"University of Oregon, Eugene",181233156.0,1987,1992,8,1,0,0,0,0,43,1967.0,0.8269230769230769,20067,385.90384615384613,32,0.6153846153846154,1995.0,4,282,8,1.3333333333333333,94.0,1992.0,25.0,8,0
64125,54306,9327,1,"University of Oregon, Eugene",181233156.0,1988,1992,3,1,0,0,0,0,56,1993.0,2.1538461538461537,9508,365.6923076923077,113,4.346153846153847,1995.0,4,282,8,1.3333333333333333,94.0,1992.0,-1.0,3,0
64126,54306,27306,0,Salk Institute for Biological Studies,1307098950.0,1984,1987,6,1,0,0,0,0,178,1979.0,4.1395348837209305,17502,407.0232558139535,274,6.372093023255812,1995.0,4,282,8,1.3333333333333333,94.0,1987.0,8.0,15,0
64189,54343,2081,1,Texas Christian University,128956969.0,1990,1994,11,1,0,0,0,0,13,1994.0,0.4814814814814815,492,18.22222222222221,28,1.037037037037037,1997.0,7,251,15,1.75,62.75,1994.0,0.0,3,0
64423,1346,25256,1,California Institute of Technology,122411786.0,-1,1980,25,2,8,-1,1,1,472,1963.0,8.137931034482758,84182,1451.4137931034486,409,7.051724137931035,1977.0,1,138,5,6.585365853658537,1834.9756097560971,1977.0,17.0,48,0
64424,54289,1346,2,Stanford University,97018004.0,1989,1991,12,4,41,-1,1,1,270,1977.0,6.585365853658537,75234,1834.9756097560971,478,11.658536585365852,1987.0,24,1787,18,20.82857142857143,1326.3142857142855,1987.0,14.0,65,2
64431,32312,4836,2,University of Oxford,40120149.0,-1,1978,22,1,0,0,1,0,239,1974.0,4.979166666666667,74835,1559.0625,423,8.8125,1979.0,4,1710,3,3.4186046511627906,534.0465116279071,1978.0,4.0,10,0
64436,54523,54289,1,"University of Illinois, Urbana-Champaign",157725225.0,-1,1995,45,4,0,-1,0,0,729,1987.0,20.82857142857143,46421,1326.3142857142855,880,25.142857142857146,1992.0,7,398,14,2.2,74.1,1992.0,8.0,38,6
64557,54599,1219,1,Stanford University,97018004.0,-1,1978,23,5,6,1,1,1,226,1954.0,3.373134328358209,70263,1048.7014925373137,335,5.0,1976.0,16,4923,19,7.913043478260869,1256.0,1976.0,24.0,35,5
64558,54598,54600,1,"University of Illinois, Urbana-Champaign",157725225.0,-1,1989,1,1,1,0,1,1,8,1983.0,0.8,324,32.4,5,0.5,1995.0,10,1250,13,2.5,312.5,1989.0,6.0,4,0
64601,54632,50190,1,University of Pennsylvania,79576946.0,1974,1978,13,1,1,0,1,1,818,1974.0,17.041666666666668,106583,2220.4791666666665,1457,30.35416666666667,1976.0,11,3335,12,8.304347826086957,1448.195652173913,1976.0,4.0,17,10
64691,54697,15473,2,Novartis Institutes For Biomedical Research Inc,,1977,1980,4,2,0,-1,0,0,36,1954.0,0.6428571428571429,1441,25.732142857142854,24,0.42857142857142855,-1.0,0,0,0,0.0,0.0,1980.0,26.0,6,0
64709,54701,15473,1,Northeastern University,12912129.0,1979,1985,4,2,0,-1,0,0,36,1954.0,0.6428571428571429,1441,25.732142857142854,24,0.42857142857142855,1983.0,11,1050,21,7.3076923076923075,498.3076923076923,1983.0,31.0,3,1
64893,54833,15573,1,"University of Washington, Seattle",201448701.0,1984,1992,4,1,1,0,1,1,91,1975.0,2.0222222222222217,1335,29.66666666666667,99,2.2,1983.0,4,18,4,0.7142857142857143,17.071428571428573,1983.0,17.0,5,4
64953,54874,32434,1,University College London,45129253.0,1991,1995,2,1,2,0,1,1,48,1984.0,1.263157894736842,5714,150.3684210526316,40,1.0526315789473684,1995.0,17,1589,43,2.888888888888889,373.22222222222223,1995.0,11.0,9,2
64961,54879,322,1,"University of California, Berkeley",95457486.0,1988,1992,27,4,0,-1,0,0,127,1969.0,2.3962264150943398,15282,288.33962264150944,129,2.4339622641509435,1994.0,4,464,3,1.3333333333333333,154.66666666666666,1992.0,23.0,18,1
64962,54879,1243,2,Harvard University,136199984.0,1992,1995,53,10,0,1,0,0,366,1958.0,5.630769230769231,51539,792.9076923076923,437,6.723076923076923,1994.0,4,464,3,1.3333333333333333,154.66666666666666,1994.0,37.0,45,2
65128,8459,2444,1,Stanford University,97018004.0,1980,1984,13,2,9,-1,1,1,207,1964.0,3.7636363636363637,409373,7443.145454545454,97,1.7636363636363637,1982.0,16,2958,5,7.775,450.7,1982.0,20.0,48,0
65158,7788,1122,1,University of Pennsylvania,79576946.0,1976,1981,3,1,1,0,1,1,34,1971.0,0.9444444444444444,7900,219.44444444444446,69,1.9166666666666667,1982.0,6,1960,8,1.2307692307692308,139.89743589743588,1981.0,10.0,12,0
65160,7788,55013,2,"Institute of Anatomy, University of Lausanne, Switzerland",,1981,1982,2,1,1,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1982.0,6,1960,8,1.2307692307692308,139.89743589743588,1982.0,-1.0,0,0
65254,55071,53738,1,"Brain and Spine institute (ICM), Paris",,1987,1992,16,4,1,-1,1,1,118,1977.0,2.6222222222222222,2874,63.86666666666667,113,2.5111111111111097,1982.0,4,92,4,2.333333333333333,101.05128205128206,1982.0,15.0,15,2
65262,55082,8203,1,University of Virginia,51556381.0,1988,1994,18,6,5,1,1,1,22,1993.0,0.88,939,37.56,31,1.24,1987.0,11,724,9,1.8571428571428568,105.42857142857143,1987.0,1.0,1,0
65263,55082,55083,0,University of Virginia,51556381.0,1985,1988,3,3,5,-1,1,1,153,1975.0,3.2553191489361697,11341,241.2978723404256,139,2.9574468085106385,1987.0,11,724,9,1.8571428571428568,105.42857142857143,1987.0,13.0,44,10
65264,55082,4007,0,University of Virginia,51556381.0,1983,1987,17,3,5,-1,1,1,97,1978.0,2.2045454545454546,8300,188.63636363636363,84,1.9090909090909087,1987.0,11,724,9,1.8571428571428568,105.42857142857143,1987.0,9.0,17,0
65265,51233,55083,0,University of Virginia,51556381.0,1985,1987,3,3,2,-1,1,1,153,1975.0,3.2553191489361697,11341,241.2978723404256,139,2.9574468085106385,1987.0,6,277,9,2.090909090909091,122.1818181818182,1987.0,12.0,38,5
65266,55084,55083,1,University of Virginia,51556381.0,1983,1987,3,3,0,-1,0,0,153,1975.0,3.2553191489361697,11341,241.2978723404256,139,2.9574468085106385,1987.0,10,533,12,1.6666666666666667,88.83333333333331,1987.0,12.0,38,7
65285,32647,53738,1,CNRS,1294671590.0,1991,1992,16,4,2,-1,1,1,118,1977.0,2.6222222222222222,2874,63.86666666666667,113,2.5111111111111097,2002.0,13,366,24,2.631578947368421,59.57894736842106,1992.0,15.0,15,0
65433,55211,55212,1,Case Western Reserve University,58956616.0,1985,1991,1,1,1,0,1,1,40,1974.0,1.2121212121212122,1534,46.48484848484848,52,1.5757575757575757,1989.0,4,90,3,3.7575757575757582,70.0,1989.0,17.0,12,3
65434,55211,1361,2,"University of Maryland, College Park",66946132.0,1993,1995,5,1,2,0,1,1,65,1982.0,1.8055555555555558,8842,245.61111111111111,123,3.4166666666666665,1989.0,4,90,3,3.7575757575757582,70.0,1989.0,13.0,7,2
65437,47175,5098,2,"Indiana University, Bloomington",592451.0,1981,1984,14,3,0,-1,0,0,168,1955.0,3.2307692307692317,12284,236.23076923076923,147,2.8269230769230766,1987.0,6,86,7,0.7,31.45,1984.0,29.0,23,0
65495,55251,55255,3,UCLA School of Medicine,,1990,1992,4,1,1,0,1,1,709,1973.0,14.469387755102039,137104,2798.0408163265306,1185,24.18367346938776,1984.0,18,4890,29,10.76315789473684,932.4473684210526,1984.0,19.0,116,11
65621,33168,22539,2,NIAAA/NIH,,1977,1981,3,1,1,0,1,1,111,1967.0,2.22,14143,282.86,118,2.36,1980.0,1,8,2,2.142857142857143,85.5,1980.0,14.0,14,0
65622,33168,33114,2,Duke University School of Medicine,170897317.0,1981,1985,2,1,1,0,1,1,484,1973.0,9.877551020408164,102321,2088.183673469388,1564,31.91836734693877,1980.0,1,8,2,2.142857142857143,85.5,1980.0,12.0,51,0
65623,33168,35008,2,Duke University School of Medicine,170897317.0,1981,1985,3,1,1,0,1,1,24,1958.0,0.4528301886792453,3617,68.24528301886792,68,1.2830188679245282,1980.0,1,8,2,2.142857142857143,85.5,1980.0,27.0,2,0
65624,33168,33414,2,Duke University School of Medicine,170897317.0,1981,1985,2,2,1,-1,1,1,103,1974.0,3.678571428571429,10936,390.57142857142856,169,6.035714285714287,1980.0,1,8,2,2.142857142857143,85.5,1980.0,11.0,28,0
65691,15771,55366,2,"University of Bonn, Germany",135140700.0,1994,1995,3,2,3,-1,1,1,995,1983.0,25.512820512820515,107326,2751.9487179487182,1629,41.769230769230774,1994.0,27,2650,60,5.678571428571429,581.2142857142858,1994.0,12.0,86,6
65703,55376,1276,1,Yale University,32971472.0,1976,1982,16,1,0,0,0,0,1340,1971.0,26.27450980392157,143449,2812.7254901960773,539,10.568627450980392,-1.0,0,0,0,0.0,0.0,1982.0,11.0,88,0
65765,32338,55432,1,Federal University of Minas Gerais,,1991,1994,3,2,4,-1,1,1,217,1968.0,4.018518518518518,8779,162.5740740740741,530,9.814814814814817,1993.0,24,848,40,9.06896551724138,294.2068965517241,1993.0,26.0,15,7
65787,29172,898,1,University of Iowa,126307644.0,-1,1979,8,2,0,-1,1,0,65,1982.0,3.4210526315789487,12926,680.3157894736843,106,5.57894736842105,-1.0,0,0,0,0.0,0.0,1979.0,-3.0,0,0
65973,55587,35721,2,"Childrens Hospital Boston, Harvard Medical School",,1974,1977,28,14,17,1,1,1,7,1993.0,3.5,406,203.0,2,1.0,1954.0,1,4,2,41.04411764705883,8330.985294117647,1954.0,-16.0,0,0
66071,55669,5812,2,"Brigham & Women's Hospital, Harvard Medical School",,1985,1988,18,2,2,-1,1,1,679,1969.0,12.81132075471698,261458,4933.169811320755,1200,22.641509433962263,1981.0,13,1928,31,6.487804878048781,1120.3658536585365,1981.0,19.0,87,3
66181,3882,4127,1,Saint Louis University,47838141.0,1981,1985,3,1,3,0,1,1,73,1976.0,2.085714285714286,6075,173.5714285714286,91,2.6,1980.0,7,439,4,3.261904761904762,221.90476190476195,1980.0,9.0,16,6
66182,4127,5386,1,University of Connecticut,140172145.0,1974,1977,3,1,2,0,1,1,21,1970.0,0.4117647058823529,2824,55.37254901960785,22,0.4313725490196079,1976.0,8,765,11,2.085714285714286,173.5714285714286,1976.0,7.0,8,1
66183,4127,55751,1,University of Connecticut,140172145.0,1974,1977,4,1,2,0,1,1,73,1995.0,3.4761904761904763,10612,505.33333333333326,196,9.333333333333334,1976.0,8,765,11,2.085714285714286,173.5714285714286,1976.0,-18.0,0,0
66184,4127,55752,1,University of Connecticut,140172145.0,1973,1977,1,1,2,0,1,1,105,1976.0,4.7727272727272725,6459,293.59090909090907,155,7.045454545454546,1976.0,8,765,11,2.085714285714286,173.5714285714286,1976.0,1.0,3,3
66189,4127,17507,2,Harvard Medical School,136199984.0,1977,1980,4,1,2,0,1,1,141,1970.0,2.764705882352941,15262,299.2549019607843,156,3.0588235294117645,1976.0,8,765,11,2.085714285714286,173.5714285714286,1976.0,10.0,17,2
66301,55848,24297,1,Yale University,32971472.0,-1,1991,39,14,0,1,0,0,254,1974.0,5.291666666666667,44807,933.4791666666664,219,4.5625,1991.0,18,5100,31,2.7666666666666666,304.5,1991.0,17.0,69,3
66436,12397,16523,2,California Institute of Technology,122411786.0,1980,1982,26,5,4,1,1,1,371,1942.0,5.3,59340,847.7142857142858,494,7.057142857142857,1977.0,8,1133,6,4.311111111111111,683.3333333333334,1977.0,40.0,49,1
66622,56130,56131,1,"State University of New York, Albany",392282.0,1988,1994,23,1,0,0,0,0,887,1968.0,16.425925925925927,124420,2304.074074074074,1093,20.240740740740737,1992.0,14,3700,23,10.866666666666667,950.4666666666667,1992.0,26.0,159,7
66832,16229,1008,2,"University of Washington, Seattle",201448701.0,1978,1982,14,1,0,0,1,0,114,1966.0,2.150943396226415,10582,199.66037735849056,96,1.8113207547169807,1978.0,3,339,6,1.3333333333333333,69.28205128205127,1978.0,16.0,17,2
66834,31988,56280,1,"University of California, Davis",84218800.0,1980,1984,1,1,9,0,1,1,240,1969.0,4.8,16347,326.94,323,6.46,1983.0,13,1516,17,5.82051282051282,376.23076923076917,1983.0,15.0,49,8
66864,56291,10771,1,California State University Long Beach,59897056.0,1988,1991,4,1,0,0,0,0,5,1984.0,0.2777777777777778,544,30.222222222222207,8,0.4444444444444444,1992.0,10,1265,16,5.566666666666666,339.8666666666667,1991.0,7.0,0,0
66908,56328,24863,2,Universidad de Chile,69737025.0,1987,1990,4,1,1,0,1,1,79,1965.0,1.5192307692307692,8039,154.59615384615384,113,2.173076923076924,1985.0,1,2,4,1.0,56.861111111111114,1985.0,25.0,33,0
