CID,MenteeID,MentorID,MentorshipType,Institution,InstitutionMAGID,StartYear,StopYear,NumOfMenteesOfTheMentor,NumOfMenteesOfTheMentor10,NumOfMenteesOfTheMenteeIn20,BigOrSmall,Survival0,Survival1,TotalPubsOfMentor,YearOfTheFirstPubsOfMentorPubs,YearlyPubsOfMentor,TotalCitationOfMentor,YearlyCitationOfMentor,TotalCollaOfMentor,YearllyCollaOfMentor,YearOfTheFirstPubsOfMenteePubs,First5YearPubsOfMentee,First5YearCitationOfMentee,First5YearCollaOfMentee,YearlyPubsOfMentee,YearlyCitationOfMentee,BirthYearOfMentee,CareerAgeOfMentorInTraining,PubsOfMentorInTraning,CollaPubsOfWithMentor
56825,48949,48956,2,"Krege Hearing Research Institute, University of Michigan, Ann Arbor",,1989,1994,2,2,0,-1,0,0,259,1972.0,5.18,22310,446.2,380,7.6,1977.0,6,216,9,1.1842105263157894,86.28947368421049,1977.0,22.0,40,4
56834,31671,48407,1, Karolinska Institute,28166907.0,1990,1992,3,1,19,0,1,1,180,1976.0,3.9130434782608696,46497,1010.804347826087,166,3.608695652173913,1984.0,2,466,4,5.7894736842105265,454.6315789473685,1984.0,16.0,31,6
1449805,48975,129056,1,,,1977,1984,2,1,2,0,1,1,111,1969.0,2.26530612244898,6855,139.89795918367346,117,2.3877551020408165,1980.0,2,74,2,2.9047619047619047,222.73809523809524,1980.0,15.0,9,0
56883,48985,48986,1,Simon Fraser University,18014758.0,1990,1994,1,1,1,0,1,1,54,1980.0,1.5882352941176472,6118,179.94117647058826,52,1.5294117647058822,1989.0,8,664,7,7.575757575757576,543.8181818181819,1989.0,14.0,16,5
56884,48985,48987,1,Simon Fraser University,18014758.0,1988,1994,1,1,1,0,1,1,14,1977.0,0.4375,283,8.84375,21,0.65625,1989.0,8,664,7,7.575757575757576,543.8181818181819,1989.0,17.0,3,1
56939,49027,19851,1,Ann Arbor VA,,1990,1991,7,3,9,-1,1,1,74,1969.0,1.3962264150943395,6295,118.77358490566036,130,2.452830188679245,1992.0,5,213,12,3.066666666666667,138.46666666666667,1991.0,22.0,9,0
56940,49027,9858,1,Wayne State University,185443292.0,1987,1992,4,1,9,0,1,1,155,1980.0,3.6904761904761916,20573,489.83333333333326,384,9.142857142857142,1992.0,5,213,12,3.066666666666667,138.46666666666667,1992.0,12.0,1,0
56941,49027,21047,1,Ann Arbor VA,,1990,1991,3,2,9,-1,1,1,153,1971.0,3.0,7578,148.58823529411762,284,5.568627450980392,1992.0,5,213,12,3.066666666666667,138.46666666666667,1991.0,20.0,19,0
56942,49027,31012,1,Ann Arbor VA,,1990,1991,1,1,9,0,1,1,45,1976.0,1.0975609756097562,4360,106.34146341463415,77,1.8780487804878048,1992.0,5,213,12,3.066666666666667,138.46666666666667,1991.0,15.0,2,0
56946,35033,14831,2,Johns Hopkins University School of Medicine,2799853436.0,1981,1983,15,1,11,0,1,1,505,1946.0,6.917808219178082,165971,2273.575342465753,782,10.712328767123287,1964.0,1,0,4,5.879310344827586,637.4655172413792,1964.0,37.0,87,2
56947,35033,33201,2,Johns Hopkins University School of Medicine,2799853436.0,1981,1983,1,1,11,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1964.0,1,0,4,5.879310344827586,637.4655172413792,1964.0,-1.0,0,0
56948,33116,35033,2,University of Texas Southwestern Medical Center,867280407.0,1986,1988,24,2,0,-1,0,0,341,1964.0,5.879310344827586,36973,637.4655172413792,1011,17.43103448275862,1977.0,2,244,7,4.022222222222221,570.1777777777778,1977.0,24.0,30,0
56949,33077,35033,2,University of Texas Southwestern Medical Center,867280407.0,1989,1992,24,3,1,-1,1,1,341,1964.0,5.879310344827586,36973,637.4655172413792,1011,17.43103448275862,1999.0,17,4310,97,10.217391304347826,2086.608695652174,1992.0,28.0,35,0
56997,49062,8493,0,"University of California, San Francisco",180670191.0,-1,1994,7,1,0,0,0,0,270,1872.0,1.8,135975,906.5,212,1.413333333333333,1996.0,9,4339,27,1.0,448.33333333333326,1994.0,122.0,28,0
57004,49066,29210,1,Universidad Autonoma de Puebla,,1988,1992,9,1,4,0,1,1,85,1961.0,1.4406779661016949,5868,99.45762711864408,166,2.8135593220338984,1992.0,16,1344,28,6.7,296.3666666666667,1992.0,31.0,23,7
57078,49115,16191,1,"Ohio State University, Columbus",52357470.0,1983,1987,3,2,0,-1,0,0,3,1969.0,1.5,171,85.5,3,1.5,1987.0,3,50,2,1.3714285714285714,28.02857142857143,1987.0,18.0,0,0
57126,49149,49150,1,Bowling Green State University,157417397.0,1972,1978,1,1,1,0,1,1,40,1966.0,1.0810810810810811,792,21.405405405405407,38,1.027027027027027,1974.0,9,188,5,2.617021276595745,276.0212765957447,1974.0,12.0,16,7
57228,49229,408,1,"University of California, Berkeley",95457486.0,1990,1993,10,1,4,0,1,1,119,1964.0,2.203703703703704,3739,69.24074074074075,90,1.6666666666666667,1970.0,1,0,3,1.7884615384615383,89.96153846153847,1970.0,29.0,17,8
57229,49229,6536,2,"University of Florida, Gainesville",33213144.0,1993,1995,18,1,4,0,1,1,254,1957.0,3.96875,36883,576.296875,117,1.828125,1970.0,1,0,3,1.7884615384615383,89.96153846153847,1970.0,38.0,42,3
57271,29766,20963,1,"University of Massachusetts, Amherst",24603500.0,-1,1990,23,3,0,-1,0,0,36,1979.0,0.9230769230769232,9370,240.25641025641025,26,0.6666666666666666,1990.0,1,330,1,0.5357142857142857,27.535714285714285,1990.0,11.0,4,0
57324,8166,49304,1,University of Oxford,40120149.0,1978,1982,2,1,4,0,1,1,316,1951.0,4.579710144927536,24457,354.4492753623188,347,5.028985507246377,1981.0,10,207,15,2.2195121951219514,146.73170731707316,1981.0,31.0,64,4
57326,48905,26109,1,Università degli Studi di Genova,,1991,1995,7,1,2,0,1,1,339,1972.0,6.78,19951,399.02,332,6.64,1991.0,15,380,9,4.1,179.23333333333332,1991.0,23.0,53,21
57341,2582,1231,1,Harvard Medical School,136199984.0,1984,1990,28,6,11,1,1,1,189,1977.0,4.2,38160,848.0,439,9.755555555555556,1991.0,21,11180,32,7.129032258064518,3475.7419354838707,1990.0,13.0,22,0
57444,34230,12372,2,University of Heidelberg,,1980,1980,5,1,1,0,1,1,286,1950.0,4.205882352941177,44946,660.9705882352941,407,5.985294117647059,1975.0,2,149,2,3.6511627906976734,215.9767441860465,1975.0,30.0,44,1
57447,49378,17885,2,Johns Hopkins University,145311948.0,1990,1992,3,1,2,0,1,1,630,1972.0,12.6,93342,1866.84,789,15.78,1984.0,3,68,5,5.447368421052633,677.7105263157895,1984.0,20.0,97,0
57448,49378,49384,1,Johns Hopkins University,145311948.0,1990,1992,1,1,2,0,1,1,179,1976.0,3.9777777777777774,31215,693.6666666666665,324,7.2,1984.0,3,68,5,5.447368421052633,677.7105263157895,1984.0,16.0,32,0
57475,49398,20689,0,University of Rochester,5388228.0,1990,1993,3,1,1,0,1,1,136,1963.0,2.3859649122807016,9264,162.5263157894737,135,2.3684210526315788,2019.0,3,20,11,1.5,10.0,1993.0,30.0,16,0
57476,49398,7693,0,University of Rochester,5388228.0,1990,1993,2,2,1,-1,1,1,71,1971.0,1.9722222222222223,5304,147.33333333333334,60,1.6666666666666667,2019.0,3,20,11,1.5,10.0,1993.0,22.0,21,0
57486,49401,47967,1,University of Iowa,126307644.0,1991,1994,4,3,0,-1,0,0,18,1979.0,1.5,1143,95.25,15,1.25,-1.0,0,0,0,0.0,0.0,1994.0,15.0,0,0
57487,49402,47967,1,University of Iowa,126307644.0,1991,1993,4,3,0,-1,0,0,18,1979.0,1.5,1143,95.25,15,1.25,-1.0,0,0,0,0.0,0.0,1993.0,14.0,1,0
57503,49414,446,1,Stanford University,97018004.0,1987,1993,41,3,0,-1,0,0,158,1977.0,3.511111111111111,52664,1170.3111111111114,179,3.9777777777777774,1990.0,5,2024,14,0.5185185185185185,101.07407407407408,1990.0,16.0,39,4
57510,12679,49418,2,University of Chicago,40347166.0,1976,1978,6,1,0,0,1,0,91,1950.0,1.7169811320754718,11399,215.07547169811318,131,2.471698113207548,1980.0,13,4784,12,11.571428571428573,3324.666666666666,1978.0,28.0,13,0
57874,49679,4374,2,"Hebrew University, Jerusalem",197251160.0,1992,1995,31,10,0,1,1,0,60,1971.0,1.935483870967742,15864,511.741935483871,121,3.903225806451613,1990.0,9,1511,28,1.1290322580645162,185.2258064516129,1990.0,24.0,11,0
57914,1081,7761,1,Utrecht University,193662353.0,1979,1983,6,2,6,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1983.0,12,2803,5,3.3157894736842106,259.5263157894737,1983.0,-1.0,0,0
57915,7760,1097,2,Erasmus University Rotterdam,913958620.0,1991,1993,3,1,10,0,1,1,117,1972.0,2.3877551020408165,15721,320.83673469387764,81,1.6530612244897958,1988.0,8,641,14,11.205882352941178,436.8235294117647,1988.0,21.0,33,2
57939,4852,15200,0,Bryn Mawr College,102373834.0,1974,1977,2,1,0,0,1,0,8,1964.0,0.42105263157894735,446,23.47368421052632,8,0.42105263157894735,1980.0,4,130,8,0.5555555555555556,7.0,1977.0,13.0,0,0
58015,49767,372,1,New York University,57206974.0,1973,1977,17,1,2,0,1,1,192,1960.0,3.0967741935483866,27488,443.35483870967744,92,1.4838709677419355,1973.0,1,22,2,3.346938775510204,98.3061224489796,1973.0,17.0,5,0
58016,49767,373,2,Bell Laboratories,,1978,1979,15,3,2,-1,1,1,10,1959.0,1.1111111111111112,950,105.55555555555556,7,0.7777777777777778,1973.0,1,22,2,3.346938775510204,98.3061224489796,1973.0,20.0,0,0
58017,49767,15475,3,University of Dortmund,,1978,1982,1,1,2,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1973.0,1,22,2,3.346938775510204,98.3061224489796,1973.0,-1.0,0,0
58018,7805,49767,1,Northeastern University,12912129.0,1985,1990,4,2,1,-1,1,1,164,1973.0,3.346938775510204,4817,98.3061224489796,100,2.0408163265306123,1990.0,8,566,5,2.68,103.32,1990.0,17.0,16,2
58019,15563,49767,1,Northeastern University,12912129.0,1986,1991,4,2,0,-1,0,0,164,1973.0,3.346938775510204,4817,98.3061224489796,100,2.0408163265306123,1994.0,5,197,3,1.25,49.25,1991.0,18.0,12,0
58031,49780,1697,1,Brandeis University,6902469.0,1977,1982,14,4,1,1,1,1,718,1974.0,14.958333333333336,53503,1114.6458333333333,1980,41.25,1979.0,6,1265,8,1.0,112.8780487804878,1979.0,8.0,7,3
58032,49780,9607,2,California Institute of Technology,122411786.0,1983,1985,23,2,2,-1,1,1,484,1970.0,9.307692307692307,57315,1102.2115384615388,719,13.826923076923075,1979.0,6,1265,8,1.0,112.8780487804878,1979.0,15.0,32,1
58033,49780,24862,2,"University of California, Los Angeles",161318765.0,1981,1983,22,1,2,0,1,1,319,1969.0,6.018867924528303,34579,652.433962264151,355,6.69811320754717,1979.0,6,1265,8,1.0,112.8780487804878,1979.0,14.0,17,2
58034,49780,16523,2,California Institute of Technology,122411786.0,1983,1985,26,6,2,1,1,1,371,1942.0,5.3,59340,847.7142857142858,494,7.057142857142857,1979.0,6,1265,8,1.0,112.8780487804878,1979.0,43.0,41,1
58035,44694,49780,1,University of Pennsylvania,79576946.0,1989,1994,3,1,3,0,1,1,41,1979.0,1.0,4628,112.8780487804878,81,1.9756097560975607,1993.0,2,66,3,1.0,33.0,1993.0,15.0,10,2
58036,49780,1705,0,Cornell  ,,1976,1977,3,1,1,0,1,1,333,1940.0,4.324675324675325,49934,648.4935064935065,314,4.077922077922079,1979.0,6,1265,8,1.0,112.8780487804878,1977.0,37.0,77,0
58089,16986,765,0,University of Western Ontario,125749732.0,1985,1987,36,2,3,-1,1,1,516,1970.0,9.923076923076923,71512,1375.2307692307693,416,8.0,1990.0,10,1654,9,4.354838709677419,234.9354838709677,1987.0,17.0,21,0
58163,49900,4374,2,Salk Institute for Biological Studies,1307098950.0,1987,1991,31,10,2,1,1,1,60,1971.0,1.935483870967742,15864,511.741935483871,121,3.903225806451613,1991.0,11,5169,34,3.032258064516129,331.48387096774195,1991.0,20.0,18,0
58212,11999,49928,1,University of Pennsylvania,79576946.0,1972,1978,1,1,1,0,1,1,218,1964.0,3.824561403508772,19287,338.3684210526316,346,6.0701754385964914,1975.0,28,1601,25,3.5,155.5,1975.0,14.0,34,19
58272,4541,49968,0,William Paterson University,127328727.0,1977,1981,1,1,5,0,1,1,30,1976.0,0.6976744186046512,1406,32.69767441860465,36,0.8372093023255814,1984.0,8,392,11,4.552631578947368,296.7105263157895,1981.0,5.0,10,0
58278,4541,4569,2,Oregon Health and Science University,165690674.0,1987,1988,23,4,6,1,1,1,372,1973.0,7.591836734693878,43293,883.5306122448981,552,11.265306122448981,1984.0,8,392,11,4.552631578947368,296.7105263157895,1984.0,15.0,37,2
58309,370,30199,1,Stony Brook University,59553526.0,1981,1987,4,2,2,-1,1,1,47,1967.0,0.8867924528301887,3121,58.88679245283018,36,0.6792452830188679,1994.0,8,1611,7,1.1153846153846154,128.4230769230769,1987.0,20.0,8,0
58389,50028,31791,0,"Semmelweis Medical School, Hungary",,1986,1989,2,1,0,0,1,0,73,1983.0,1.8717948717948716,12726,326.3076923076923,158,4.051282051282051,1990.0,16,4365,36,1.96875,455.5625,1989.0,6.0,8,0
58411,50044,118,1,California Institute of Technology,122411786.0,1979,1984,16,1,12,0,1,1,139,1939.0,1.9857142857142849,30052,429.31428571428563,49,0.7,1986.0,10,883,10,3.5555555555555562,256.5,1984.0,45.0,18,0
58412,50044,395,2,Massachusetts Institute of Technology,63966007.0,1985,1989,20,2,18,-1,1,1,141,1967.0,2.9375,29454,613.625,197,4.104166666666667,1986.0,10,883,10,3.5555555555555562,256.5,1986.0,22.0,27,2
58425,1081,23531,0,Radboud University Nijmegen,145872427.0,1978,1979,4,2,4,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1983.0,12,2803,5,3.3157894736842106,259.5263157894737,1979.0,-1.0,0,0
58506,50109,17749,1,Hamilton College,188592606.0,1974,1979,1,1,0,0,1,0,2,1976.0,0.5,146,36.5,3,0.75,1974.0,4,100,6,0.5454545454545454,11.818181818181818,1974.0,3.0,2,1
58524,50123,80450,1,Yale University,32971472.0,-1,1980,8,2,0,-1,1,0,164,1970.0,3.1538461538461537,16425,315.86538461538464,188,3.6153846153846163,1984.0,6,114,9,1.1212121212121209,137.33333333333334,1980.0,10.0,12,0
58598,50175,6310,2,Columbia University College of Physicians and Surgeons,78577930.0,1982,1989,8,2,0,-1,0,0,75,1983.0,2.083333333333333,19622,545.0555555555555,90,2.5,1986.0,17,2413,20,3.4411764705882355,819.4117647058823,1986.0,6.0,14,4
58709,50243,47166,1,Case Western Reserve University School of Medicine,58956616.0,1977,1981,11,7,0,1,0,0,92,1972.0,2.0444444444444443,15128,336.1777777777778,75,1.6666666666666667,1978.0,1,32,4,1.0,32.0,1978.0,9.0,31,0
58710,50243,14831,0,Johns Hopkins University School of Medicine,2799853436.0,1975,1977,15,1,0,0,0,0,505,1946.0,6.917808219178082,165971,2273.575342465753,782,10.712328767123287,1978.0,1,32,4,1.0,32.0,1977.0,31.0,34,1
58712,50243,50244,2,Massachusetts Institute of Technology,63966007.0,1981,1982,2,1,0,0,0,0,82,1973.0,1.8636363636363635,9368,212.9090909090909,91,2.0681818181818183,1978.0,1,32,4,1.0,32.0,1978.0,9.0,13,0
58714,50243,50245,0,Johns Hopkins University School of Medicine,2799853436.0,1975,1977,1,1,0,0,0,0,350,1976.0,9.210526315789474,66025,1737.5,674,17.736842105263158,1978.0,1,32,4,1.0,32.0,1977.0,1.0,21,1
58715,50243,5688,0,Johns Hopkins University School of Medicine,2799853436.0,1975,1977,2,2,0,-1,0,0,204,1962.0,3.4,19046,317.43333333333334,282,4.7,1978.0,1,32,4,1.0,32.0,1977.0,15.0,39,0
58834,50344,30256,1,Max Planck Institute for Behavioral Physiology,,1988,1991,4,2,1,-1,1,1,80,1949.0,1.4814814814814814,10597,196.24074074074073,19,0.35185185185185186,1989.0,11,1159,13,8.969696969696969,356.1212121212122,1989.0,42.0,19,5
58835,50344,9017,2,"CNRS - Collège de France, LPPA",,1991,1993,24,2,1,-1,1,1,486,1971.0,9.529411764705884,36225,710.2941176470587,739,14.490196078431373,1989.0,11,1159,13,8.969696969696969,356.1212121212122,1989.0,22.0,54,5
59035,50481,28559,1,"University of Wisconsin, Madison",135310074.0,1981,1989,10,4,0,1,1,0,251,1959.0,3.984126984126984,69207,1098.5238095238096,714,11.333333333333336,1996.0,5,648,29,0.75,53.1,1989.0,30.0,22,0
59059,25291,18148,2,"CNRS, France",,1992,1995,3,1,1,0,1,1,32,1996.0,1.6,1865,93.25,51,2.55,1993.0,29,1571,27,4.0,147.75862068965515,1993.0,-1.0,6,4
59073,50501,50502,0,University of New Brunswick,106938459.0,1988,1989,1,1,0,0,0,0,3,1964.0,0.2727272727272727,246,22.363636363636363,2,0.18181818181818185,1993.0,6,84,10,3.3928571428571432,171.75,1989.0,25.0,0,0
59094,50516,20831,1,Tufts University,121934306.0,-1,1987,16,2,0,-1,0,0,353,1971.0,6.9215686274509824,36702,719.6470588235294,433,8.490196078431373,1983.0,10,663,4,0.4827586206896552,58.03448275862069,1983.0,16.0,32,9
59095,50517,20831,1,Tufts University,121934306.0,-1,1993,16,2,0,-1,0,0,353,1971.0,6.9215686274509824,36702,719.6470588235294,433,8.490196078431373,1987.0,4,314,10,2.7428571428571438,140.2,1987.0,22.0,49,9
59122,50398,15612,1,"University of Minnesota, Twin Cities",130238516.0,1983,1989,2,1,5,0,1,1,22,1969.0,0.8461538461538461,700,26.92307692307693,30,1.1538461538461535,1994.0,9,1085,16,5.785714285714287,344.03571428571433,1989.0,20.0,3,0
59132,7925,50543,1,Columbia University,78577930.0,-1,1988,11,1,1,0,1,1,312,1973.0,6.367346938775508,67894,1385.591836734694,500,10.20408163265306,1990.0,8,5181,14,4.1875,651.375,1988.0,15.0,33,0
59168,9025,5475,1,New York University School of Medicine,57206974.0,1978,1986,6,1,1,0,1,1,64,1980.0,1.641025641025641,6138,157.38461538461542,156,4.0,1985.0,7,2474,12,1.3333333333333333,236.69444444444446,1985.0,6.0,7,5
59203,24118,1236,1,Columbia University,78577930.0,1984,1989,8,1,2,0,1,1,79,1968.0,1.5490196078431373,7861,154.13725490196074,44,0.8627450980392157,1990.0,9,686,8,3.5,80.25,1989.0,21.0,16,0
59210,24118,50589,2,,,1989,1991,1,1,2,0,1,1,2,1976.0,0.10526315789473684,370,19.473684210526315,2,0.10526315789473684,1990.0,9,686,8,3.5,80.25,1990.0,15.0,0,0
59230,49396,1545,2,University of Tokyo,74801974.0,1979,1982,15,2,2,-1,1,1,144,1964.0,2.5714285714285716,33686,601.5357142857142,172,3.071428571428572,1978.0,7,570,6,5.5227272727272725,322.70454545454544,1978.0,18.0,15,0
59243,48441,43489,1,University of Newcastle upon Tyne,,1984,1987,1,1,2,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1974.0,1,2,5,11.208333333333336,5012.229166666667,1974.0,-1.0,0,0
59268,50628,23029,1,Stanford University,97018004.0,-1,1990,11,1,12,0,1,1,83,1980.0,2.3055555555555562,27375,760.4166666666665,76,2.1111111111111107,1987.0,7,3320,15,12.457142857142856,1710.4285714285709,1987.0,10.0,26,4
59269,50629,4523,1,Dalhousie University,129902397.0,1976,1978,11,4,1,1,1,1,70,1965.0,1.2280701754385963,4276,75.01754385964912,53,0.9298245614035088,1976.0,9,831,13,2.217391304347826,157.34782608695653,1976.0,13.0,15,4
59295,22001,397,1,Johns Hopkins University,145311948.0,1989,1994,30,7,0,1,0,0,157,1982.0,4.0256410256410255,37076,950.6666666666664,147,3.7692307692307687,-1.0,0,0,0,0.0,0.0,1994.0,12.0,18,0
59298,25840,397,1,Johns Hopkins University,145311948.0,1987,1992,30,5,0,1,1,0,157,1982.0,4.0256410256410255,37076,950.6666666666664,147,3.7692307692307687,1990.0,3,674,13,0.5,112.33333333333331,1990.0,10.0,16,1
59300,16157,397,2,Johns Hopkins University,145311948.0,1992,1994,30,7,1,1,1,1,157,1982.0,4.0256410256410255,37076,950.6666666666664,147,3.7692307692307687,1984.0,2,22,1,1.868421052631579,114.39473684210527,1984.0,12.0,18,1
59303,397,9807,0,"University of Washington, Seattle",201448701.0,1976,1977,7,1,10,0,1,1,111,1969.0,2.0943396226415096,18125,341.9811320754717,75,1.4150943396226414,1982.0,8,4340,12,4.0256410256410255,950.6666666666664,1977.0,8.0,16,0
59402,7103,2892,0,"University of California, Irvine",204250578.0,1984,1987,15,2,42,-1,1,1,182,1964.0,3.3703703703703702,21364,395.6296296296296,113,2.092592592592593,1996.0,9,3530,15,2.423076923076924,447.3076923076923,1987.0,23.0,19,0
59441,50752,50751,1,"University of California, Berkeley",95457486.0,-1,1992,2,1,4,0,1,1,155,1964.0,2.719298245614035,12115,212.54385964912282,145,2.543859649122807,-1.0,0,0,0,0.0,0.0,1992.0,28.0,17,0
59591,50835,331,0,Columbia University College of Physicians and Surgeons,78577930.0,1994,1994,93,14,0,1,0,0,626,1961.0,10.262295081967213,204955,3359.918032786885,991,16.24590163934426,-1.0,0,0,0,0.0,0.0,1994.0,33.0,97,0
59744,15026,6996,0,Yale University,32971472.0,1988,1989,4,1,2,0,1,1,104,1958.0,1.7627118644067796,10057,170.4576271186441,73,1.2372881355932204,-1.0,0,0,0,0.0,0.0,1989.0,31.0,11,0
59805,50996,24297,1,Yale University,32971472.0,-1,1995,39,6,0,1,0,0,254,1974.0,5.291666666666667,44807,933.4791666666664,219,4.5625,1994.0,9,825,13,0.5652173913043478,60.8695652173913,1994.0,21.0,54,2
59881,51057,17028,1,"University of North Carolina, Chapel Hill",114027177.0,1988,1995,12,4,0,-1,0,0,45,1977.0,1.0465116279069768,5080,118.13953488372091,88,2.046511627906977,1991.0,1,72,6,0.2857142857142857,92.0,1991.0,18.0,7,1
59882,51058,17028,1,"University of North Carolina, Chapel Hill",114027177.0,1989,1995,12,4,0,-1,0,0,45,1977.0,1.0465116279069768,5080,118.13953488372091,88,2.046511627906977,2002.0,4,134,16,0.6470588235294118,16.588235294117652,1995.0,18.0,7,0
59888,51062,17028,2,"University of North Carolina, Chapel Hill",114027177.0,1992,1994,12,4,0,-1,0,0,45,1977.0,1.0465116279069768,5080,118.13953488372091,88,2.046511627906977,2005.0,4,74,19,0.8,17.866666666666667,1994.0,17.0,8,0
60116,51218,16464,1,Syracuse University,70983195.0,1997,1981,2,1,0,0,0,0,25,1965.0,0.7575757575757576,905,27.424242424242426,33,1.0,1979.0,1,0,3,0.1111111111111111,0.0,1979.0,16.0,2,0
60136,51233,17137,1,Duke University,170897317.0,1987,1991,6,2,2,-1,1,1,80,1973.0,2.2222222222222223,8336,231.5555555555556,66,1.8333333333333333,1987.0,6,277,9,2.090909090909091,122.1818181818182,1987.0,18.0,20,1
60171,51257,51264,1,University of Oregon,181233156.0,-1,1986,1,1,3,0,1,1,22,1982.0,2.4444444444444446,1772,196.88888888888889,16,1.7777777777777777,1983.0,21,1526,17,4.538461538461538,383.1025641025641,1983.0,4.0,20,17
60172,51257,3299,2,"University of British Columbia, Vancouver",141945490.0,1986,1989,16,2,3,-1,1,1,299,1969.0,5.6415094339622645,47346,893.3207547169812,371,7.0,1983.0,21,1526,17,4.538461538461538,383.1025641025641,1983.0,20.0,53,11
60243,51331,13192,1,"Department of Psychology, Peking University",,1991,1994,3,1,0,0,0,0,2,2002.0,2.0,12,12.0,3,3.0,2001.0,31,2276,63,10.095238095238095,361.0,1994.0,-8.0,0,0
60265,51348,6303,2,"NIMH, NIH, Bethesda, MD",,1993,1995,27,1,3,0,1,1,974,1977.0,21.644444444444453,228258,5072.4,1640,36.444444444444436,1985.0,4,198,3,6.378378378378378,563.3513513513514,1985.0,18.0,174,1
60267,51348,51352,1,University Medical Center Utrecht,3018483916.0,1987,1991,4,3,3,-1,1,1,267,1974.0,5.5625,18799,391.64583333333326,321,6.6875,1985.0,4,198,3,6.378378378378378,563.3513513513514,1985.0,17.0,43,3
60289,21348,2638,0,University of Toronto,185261750.0,1990,1992,10,1,0,0,0,0,82,1991.0,2.6451612903225805,7189,231.90322580645162,214,6.903225806451613,2005.0,17,466,42,1.6666666666666667,45.73333333333333,1992.0,1.0,9,0
60314,51393,6097,1,"University of California, Los Angeles",161318765.0,1979,1984,6,2,4,-1,1,1,189,1961.0,3.15,28091,468.1833333333333,186,3.1,1985.0,6,499,18,5.837837837837838,540.6486486486486,1984.0,23.0,49,2
60469,51531,13537,1,"Krege Hearing Research Institute, University of Michigan, Ann Arbor",,1977,1987,5,1,1,0,1,1,87,1953.0,1.6730769230769231,5531,106.3653846153846,61,1.1730769230769231,1979.0,2,150,5,0.9189189189189192,45.51351351351353,1979.0,34.0,13,0
60470,51531,17158,1,"University of Michigan, Ann Arbor",27837315.0,1977,1987,5,2,1,-1,1,1,38,1984.0,1.8095238095238089,4909,233.76190476190484,31,1.4761904761904765,1979.0,2,150,5,0.9189189189189192,45.51351351351353,1979.0,3.0,9,0
60471,51531,32620,1,"University of Michigan, Ann Arbor",27837315.0,1977,1987,7,2,1,-1,1,1,69,1958.0,1.2777777777777777,5418,100.33333333333331,66,1.2222222222222223,1979.0,2,150,5,0.9189189189189192,45.51351351351353,1979.0,29.0,12,0
60473,51531,10335,2,George Mason University,162714631.0,1983,1988,12,1,1,0,1,1,152,1976.0,3.8,15884,397.1,204,5.1,1979.0,2,150,5,0.9189189189189192,45.51351351351353,1979.0,12.0,27,2
60504,51559,16914,1,,,1983,1987,3,1,10,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1982.0,3,320,4,4.025,292.125,1982.0,-1.0,0,0
60591,51624,2255,1,University of Virginia,51556381.0,1980,1985,24,2,1,-1,1,1,331,1973.0,6.755102040816326,52300,1067.34693877551,465,9.489795918367347,1986.0,10,6164,10,2.2285714285714286,441.22857142857146,1985.0,12.0,35,3
60727,51725,18145,1,"Dept neurosciences, University of Geneva, Switzerland",,1985,1992,7,1,0,0,0,0,48,1977.0,1.2307692307692308,6151,157.71794871794873,54,1.3846153846153846,1989.0,5,1058,3,2.34375,67.5625,1989.0,15.0,9,5
60758,51754,6124,0,"State University of New York, Buffalo",63190737.0,1991,1991,2,1,1,0,1,1,35,1981.0,0.8974358974358975,2163,55.46153846153846,56,1.435897435897436,1997.0,3,1230,19,1.0,410.0,1991.0,10.0,8,0
60768,2303,2310,2,Stony Brook University,59553526.0,1983,1984,5,1,1,0,1,1,72,1980.0,2.1818181818181817,5445,165.0,48,1.4545454545454546,1997.0,10,1020,25,1.44,77.24,1984.0,4.0,13,0
60769,2303,32355,2,Washington University School of Medicine ,,1987,1989,2,1,4,0,1,1,291,1968.0,5.705882352941178,82162,1611.0196078431372,380,7.450980392156862,1997.0,10,1020,25,1.44,77.24,1989.0,21.0,49,0
60770,2303,51760,2,Washington University School of Medicine ,,1984,1987,2,1,3,0,1,1,53,1956.0,1.3947368421052628,5050,132.89473684210526,27,0.7105263157894737,1997.0,10,1020,25,1.44,77.24,1987.0,31.0,9,0
60776,23181,2429,1,"École Normale Supérieure, Paris",29607241.0,1975,1979,16,2,0,-1,1,0,49,1972.0,1.0425531914893618,22152,471.3191489361702,56,1.1914893617021276,1980.0,9,37055,13,2.1904761904761907,1277.857142857143,1979.0,7.0,10,0
60777,23181,1206,2,Max-Planck-Inst. biophysikal. Chemie Goettingen,,1980,1982,32,2,1,-1,1,1,241,1969.0,4.547169811320755,90334,1704.4150943396226,297,5.60377358490566,1980.0,9,37055,13,2.1904761904761907,1277.857142857143,1980.0,13.0,16,5
60793,51771,4806,0,University of Vermont,111236770.0,1992,1994,10,4,0,-1,1,0,53,1974.0,1.606060606060606,8346,252.9090909090909,46,1.393939393939394,1998.0,6,779,10,1.4583333333333333,168.25,1994.0,20.0,12,0
